#For example
#bin	name	om	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
712	ENSG00000261609_exon_7_1	16	+	81363793	81363893	81363793	81363893	1	81363793	81363893	0	ENSG00000261609_exon_7_1	cmpl	cmpl	0
713	ENSG00000261609_exon_7_2	16	+	81363843	81363943	81363843	81363943	1	81363843	81363943	0	ENSG00000261609_exon_7_2	cmpl	cmpl	0
714	ENSG00000261609_exon_7_3	16	+	81363893	81363993	81363893	81363993	1	81363893	81363993	0	ENSG00000261609_exon_7_3	cmpl	cmpl	0
715	ENSG00000261609_exon_8_1	16	+	81364973	81365073	81364973	81365073	1	81364973	81365073	0	ENSG00000261609_exon_8_1	cmpl	cmpl	0
716	ENSG00000261609_exon_8_2	16	+	81365023	81365123	81365023	81365123	1	81365023	81365123	0	ENSG00000261609_exon_8_2	cmpl	cmpl	0
717	ENSG00000261609_exon_9_1	16	+	81365349	81365449	81365349	81365449	1	81365349	81365449	0	ENSG00000261609_exon_9_1	cmpl	cmpl	0
718	ENSG00000261609_exon_9_2	16	+	81365399	81365499	81365399	81365499	1	81365399	81365499	0	ENSG00000261609_exon_9_2	cmpl	cmpl	0
719	ENSG00000261609_exon_10_1	16	+	81371862	81371962	81371862	81371962	1	81371862	81371962	0	ENSG00000261609_exon_10_1	cmpl	cmpl	0
720	ENSG00000261609_exon_10_2	16	+	81371912	81372012	81371912	81372012	1	81371912	81372012	0	ENSG00000261609_exon_10_2	cmpl	cmpl	0
721	ENSG00000261609_exon_10_3	16	+	81371962	81372062	81371962	81372062	1	81371962	81372062	0	ENSG00000261609_exon_10_3	cmpl	cmpl	0
722	ENSG00000261609_exon_11_1	16	+	81377218	81377318	81377218	81377318	1	81377218	81377318	0	ENSG00000261609_exon_11_1	cmpl	cmpl	0
723	ENSG00000261609_exon_11_2	16	+	81377268	81377368	81377268	81377368	1	81377268	81377368	0	ENSG00000261609_exon_11_2	cmpl	cmpl	0
724	ENSG00000261609_exon_12_1	16	+	81377414	81377514	81377414	81377514	1	81377414	81377514	0	ENSG00000261609_exon_12_1	cmpl	cmpl	0
725	ENSG00000261609_exon_12_2	16	+	81377464	81377564	81377464	81377564	1	81377464	81377564	0	ENSG00000261609_exon_12_2	cmpl	cmpl	0
726	ENSG00000261609_exon_12_3	16	+	81377514	81377614	81377514	81377614	1	81377514	81377614	0	ENSG00000261609_exon_12_3	cmpl	cmpl	0
727	ENSG00000261609_exon_12_4	16	+	81377564	81377664	81377564	81377664	1	81377564	81377664	0	ENSG00000261609_exon_12_4	cmpl	cmpl	0
728	ENSG00000261609_exon_12_5	16	+	81377614	81377714	81377614	81377714	1	81377614	81377714	0	ENSG00000261609_exon_12_5	cmpl	cmpl	0
729	ENSG00000261609_exon_12_6	16	+	81377664	81377764	81377664	81377764	1	81377664	81377764	0	ENSG00000261609_exon_12_6	cmpl	cmpl	0
730	ENSG00000261609_exon_12_7	16	+	81377714	81377814	81377714	81377814	1	81377714	81377814	0	ENSG00000261609_exon_12_7	cmpl	cmpl	0
731	ENSG00000261609_exon_12_8	16	+	81377764	81377864	81377764	81377864	1	81377764	81377864	0	ENSG00000261609_exon_12_8	cmpl	cmpl	0
732	ENSG00000261609_exon_12_9	16	+	81377814	81377914	81377814	81377914	1	81377814	81377914	0	ENSG00000261609_exon_12_9	cmpl	cmpl	0
733	ENSG00000261609_exon_12_10	16	+	81377864	81377964	81377864	81377964	1	81377864	81377964	0	ENSG00000261609_exon_12_10	cmpl	cmpl	0
734	ENSG00000261609_exon_12_11	16	+	81377914	81378014	81377914	81378014	1	81377914	81378014	0	ENSG00000261609_exon_12_11	cmpl	cmpl	0
735	ENSG00000261609_exon_12_12	16	+	81377964	81378064	81377964	81378064	1	81377964	81378064	0	ENSG00000261609_exon_12_12	cmpl	cmpl	0
736	ENSG00000261609_exon_12_13	16	+	81378014	81378114	81378014	81378114	1	81378014	81378114	0	ENSG00000261609_exon_12_13	cmpl	cmpl	0
737	ENSG00000261609_exon_12_14	16	+	81378064	81378164	81378064	81378164	1	81378064	81378164	0	ENSG00000261609_exon_12_14	cmpl	cmpl	0
738	ENSG00000261609_exon_12_15	16	+	81378114	81378214	81378114	81378214	1	81378114	81378214	0	ENSG00000261609_exon_12_15	cmpl	cmpl	0
739	ENSG00000261609_exon_12_16	16	+	81378164	81378264	81378164	81378264	1	81378164	81378264	0	ENSG00000261609_exon_12_16	cmpl	cmpl	0
740	ENSG00000261609_exon_12_17	16	+	81378214	81378314	81378214	81378314	1	81378214	81378314	0	ENSG00000261609_exon_12_17	cmpl	cmpl	0
741	ENSG00000261609_exon_12_18	16	+	81378264	81378364	81378264	81378364	1	81378264	81378364	0	ENSG00000261609_exon_12_18	cmpl	cmpl	0
742	ENSG00000261609_exon_12_19	16	+	81378314	81378414	81378314	81378414	1	81378314	81378414	0	ENSG00000261609_exon_12_19	cmpl	cmpl	0
743	ENSG00000261609_exon_12_20	16	+	81378364	81378464	81378364	81378464	1	81378364	81378464	0	ENSG00000261609_exon_12_20	cmpl	cmpl	0
744	ENSG00000261609_exon_12_21	16	+	81378414	81378514	81378414	81378514	1	81378414	81378514	0	ENSG00000261609_exon_12_21	cmpl	cmpl	0
745	ENSG00000261609_exon_12_22	16	+	81378464	81378564	81378464	81378564	1	81378464	81378564	0	ENSG00000261609_exon_12_22	cmpl	cmpl	0
746	ENSG00000261609_exon_12_23	16	+	81378514	81378614	81378514	81378614	1	81378514	81378614	0	ENSG00000261609_exon_12_23	cmpl	cmpl	0
747	ENSG00000261609_exon_12_24	16	+	81378564	81378664	81378564	81378664	1	81378564	81378664	0	ENSG00000261609_exon_12_24	cmpl	cmpl	0
748	ENSG00000261609_exon_12_25	16	+	81378614	81378714	81378614	81378714	1	81378614	81378714	0	ENSG00000261609_exon_12_25	cmpl	cmpl	0
749	ENSG00000261609_exon_12_26	16	+	81378664	81378764	81378664	81378764	1	81378664	81378764	0	ENSG00000261609_exon_12_26	cmpl	cmpl	0
750	ENSG00000261609_exon_12_27	16	+	81378714	81378814	81378714	81378814	1	81378714	81378814	0	ENSG00000261609_exon_12_27	cmpl	cmpl	0
751	ENSG00000261609_exon_12_28	16	+	81378764	81378864	81378764	81378864	1	81378764	81378864	0	ENSG00000261609_exon_12_28	cmpl	cmpl	0
752	ENSG00000261609_exon_12_29	16	+	81378814	81378914	81378814	81378914	1	81378814	81378914	0	ENSG00000261609_exon_12_29	cmpl	cmpl	0
753	ENSG00000261609_exon_12_30	16	+	81378864	81378964	81378864	81378964	1	81378864	81378964	0	ENSG00000261609_exon_12_30	cmpl	cmpl	0
754	ENSG00000261609_exon_12_31	16	+	81378914	81379014	81378914	81379014	1	81378914	81379014	0	ENSG00000261609_exon_12_31	cmpl	cmpl	0
755	ENSG00000261609_exon_12_32	16	+	81378964	81379064	81378964	81379064	1	81378964	81379064	0	ENSG00000261609_exon_12_32	cmpl	cmpl	0
756	ENSG00000261609_exon_12_33	16	+	81379014	81379114	81379014	81379114	1	81379014	81379114	0	ENSG00000261609_exon_12_33	cmpl	cmpl	0
757	ENSG00000261609_exon_12_34	16	+	81379064	81379164	81379064	81379164	1	81379064	81379164	0	ENSG00000261609_exon_12_34	cmpl	cmpl	0
758	ENSG00000261609_exon_12_35	16	+	81379114	81379214	81379114	81379214	1	81379114	81379214	0	ENSG00000261609_exon_12_35	cmpl	cmpl	0
759	ENSG00000261609_exon_12_36	16	+	81379164	81379264	81379164	81379264	1	81379164	81379264	0	ENSG00000261609_exon_12_36	cmpl	cmpl	0
760	ENSG00000261609_exon_12_37	16	+	81379214	81379314	81379214	81379314	1	81379214	81379314	0	ENSG00000261609_exon_12_37	cmpl	cmpl	0
761	ENSG00000261609_exon_12_38	16	+	81379264	81379364	81379264	81379364	1	81379264	81379364	0	ENSG00000261609_exon_12_38	cmpl	cmpl	0
762	ENSG00000261609_exon_12_39	16	+	81379314	81379414	81379314	81379414	1	81379314	81379414	0	ENSG00000261609_exon_12_39	cmpl	cmpl	0
763	ENSG00000261609_exon_12_40	16	+	81379364	81379464	81379364	81379464	1	81379364	81379464	0	ENSG00000261609_exon_12_40	cmpl	cmpl	0
764	ENSG00000261609_exon_12_41	16	+	81379414	81379514	81379414	81379514	1	81379414	81379514	0	ENSG00000261609_exon_12_41	cmpl	cmpl	0
765	ENSG00000261609_exon_12_42	16	+	81379464	81379564	81379464	81379564	1	81379464	81379564	0	ENSG00000261609_exon_12_42	cmpl	cmpl	0
766	ENSG00000261609_exon_12_43	16	+	81379514	81379614	81379514	81379614	1	81379514	81379614	0	ENSG00000261609_exon_12_43	cmpl	cmpl	0
767	ENSG00000261609_exon_12_44	16	+	81379564	81379664	81379564	81379664	1	81379564	81379664	0	ENSG00000261609_exon_12_44	cmpl	cmpl	0
768	ENSG00000261609_exon_12_45	16	+	81379614	81379714	81379614	81379714	1	81379614	81379714	0	ENSG00000261609_exon_12_45	cmpl	cmpl	0
769	ENSG00000261609_exon_12_46	16	+	81379664	81379764	81379664	81379764	1	81379664	81379764	0	ENSG00000261609_exon_12_46	cmpl	cmpl	0
770	ENSG00000261609_exon_12_47	16	+	81379714	81379814	81379714	81379814	1	81379714	81379814	0	ENSG00000261609_exon_12_47	cmpl	cmpl	0
771	ENSG00000261609_exon_12_48	16	+	81379764	81379864	81379764	81379864	1	81379764	81379864	0	ENSG00000261609_exon_12_48	cmpl	cmpl	0
772	ENSG00000261609_exon_12_49	16	+	81379814	81379914	81379814	81379914	1	81379814	81379914	0	ENSG00000261609_exon_12_49	cmpl	cmpl	0
773	ENSG00000261609_exon_12_50	16	+	81379864	81379964	81379864	81379964	1	81379864	81379964	0	ENSG00000261609_exon_12_50	cmpl	cmpl	0
774	ENSG00000261609_exon_12_51	16	+	81379914	81380014	81379914	81380014	1	81379914	81380014	0	ENSG00000261609_exon_12_51	cmpl	cmpl	0
775	ENSG00000261609_exon_12_52	16	+	81379964	81380064	81379964	81380064	1	81379964	81380064	0	ENSG00000261609_exon_12_52	cmpl	cmpl	0
776	ENSG00000261609_exon_12_53	16	+	81380014	81380114	81380014	81380114	1	81380014	81380114	0	ENSG00000261609_exon_12_53	cmpl	cmpl	0
777	ENSG00000261609_exon_12_54	16	+	81380064	81380164	81380064	81380164	1	81380064	81380164	0	ENSG00000261609_exon_12_54	cmpl	cmpl	0
778	ENSG00000261609_exon_12_55	16	+	81380114	81380214	81380114	81380214	1	81380114	81380214	0	ENSG00000261609_exon_12_55	cmpl	cmpl	0
779	ENSG00000261609_exon_12_56	16	+	81380164	81380264	81380164	81380264	1	81380164	81380264	0	ENSG00000261609_exon_12_56	cmpl	cmpl	0
780	ENSG00000261609_exon_12_57	16	+	81380214	81380314	81380214	81380314	1	81380214	81380314	0	ENSG00000261609_exon_12_57	cmpl	cmpl	0
781	ENSG00000261609_exon_12_58	16	+	81380264	81380364	81380264	81380364	1	81380264	81380364	0	ENSG00000261609_exon_12_58	cmpl	cmpl	0
782	ENSG00000261609_exon_12_59	16	+	81380314	81380414	81380314	81380414	1	81380314	81380414	0	ENSG00000261609_exon_12_59	cmpl	cmpl	0
783	ENSG00000261609_exon_12_60	16	+	81380364	81380464	81380364	81380464	1	81380364	81380464	0	ENSG00000261609_exon_12_60	cmpl	cmpl	0
784	ENSG00000261609_exon_12_61	16	+	81380414	81380514	81380414	81380514	1	81380414	81380514	0	ENSG00000261609_exon_12_61	cmpl	cmpl	0
785	ENSG00000261609_exon_12_62	16	+	81380464	81380564	81380464	81380564	1	81380464	81380564	0	ENSG00000261609_exon_12_62	cmpl	cmpl	0
786	ENSG00000261609_exon_12_63	16	+	81380514	81380614	81380514	81380614	1	81380514	81380614	0	ENSG00000261609_exon_12_63	cmpl	cmpl	0
787	ENSG00000261609_exon_12_64	16	+	81380564	81380664	81380564	81380664	1	81380564	81380664	0	ENSG00000261609_exon_12_64	cmpl	cmpl	0
788	ENSG00000261609_exon_12_65	16	+	81380614	81380714	81380614	81380714	1	81380614	81380714	0	ENSG00000261609_exon_12_65	cmpl	cmpl	0
789	ENSG00000261609_exon_12_66	16	+	81380664	81380764	81380664	81380764	1	81380664	81380764	0	ENSG00000261609_exon_12_66	cmpl	cmpl	0
790	ENSG00000261609_exon_12_67	16	+	81380714	81380814	81380714	81380814	1	81380714	81380814	0	ENSG00000261609_exon_12_67	cmpl	cmpl	0
791	ENSG00000261609_exon_12_68	16	+	81380764	81380864	81380764	81380864	1	81380764	81380864	0	ENSG00000261609_exon_12_68	cmpl	cmpl	0
792	ENSG00000261609_exon_12_69	16	+	81380814	81380914	81380814	81380914	1	81380814	81380914	0	ENSG00000261609_exon_12_69	cmpl	cmpl	0
793	ENSG00000261609_exon_12_70	16	+	81380864	81380964	81380864	81380964	1	81380864	81380964	0	ENSG00000261609_exon_12_70	cmpl	cmpl	0
794	ENSG00000261609_exon_12_71	16	+	81380914	81381014	81380914	81381014	1	81380914	81381014	0	ENSG00000261609_exon_12_71	cmpl	cmpl	0
795	ENSG00000261609_exon_12_72	16	+	81380964	81381064	81380964	81381064	1	81380964	81381064	0	ENSG00000261609_exon_12_72	cmpl	cmpl	0
796	ENSG00000261609_exon_12_73	16	+	81381014	81381114	81381014	81381114	1	81381014	81381114	0	ENSG00000261609_exon_12_73	cmpl	cmpl	0
797	ENSG00000261609_exon_12_74	16	+	81381064	81381164	81381064	81381164	1	81381064	81381164	0	ENSG00000261609_exon_12_74	cmpl	cmpl	0
798	ENSG00000261609_exon_12_75	16	+	81381114	81381214	81381114	81381214	1	81381114	81381214	0	ENSG00000261609_exon_12_75	cmpl	cmpl	0
799	ENSG00000261609_exon_12_76	16	+	81381164	81381264	81381164	81381264	1	81381164	81381264	0	ENSG00000261609_exon_12_76	cmpl	cmpl	0
800	ENSG00000261609_exon_12_77	16	+	81381214	81381314	81381214	81381314	1	81381214	81381314	0	ENSG00000261609_exon_12_77	cmpl	cmpl	0
801	ENSG00000261609_exon_12_78	16	+	81381264	81381364	81381264	81381364	1	81381264	81381364	0	ENSG00000261609_exon_12_78	cmpl	cmpl	0
802	ENSG00000261609_exon_12_79	16	+	81381314	81381414	81381314	81381414	1	81381314	81381414	0	ENSG00000261609_exon_12_79	cmpl	cmpl	0
803	ENSG00000261609_exon_12_80	16	+	81381364	81381464	81381364	81381464	1	81381364	81381464	0	ENSG00000261609_exon_12_80	cmpl	cmpl	0
804	ENSG00000261609_exon_12_81	16	+	81381414	81381514	81381414	81381514	1	81381414	81381514	0	ENSG00000261609_exon_12_81	cmpl	cmpl	0
805	ENSG00000261609_exon_12_82	16	+	81381464	81381564	81381464	81381564	1	81381464	81381564	0	ENSG00000261609_exon_12_82	cmpl	cmpl	0
806	ENSG00000261609_exon_12_83	16	+	81381514	81381614	81381514	81381614	1	81381514	81381614	0	ENSG00000261609_exon_12_83	cmpl	cmpl	0
807	ENSG00000261609_exon_12_84	16	+	81381564	81381664	81381564	81381664	1	81381564	81381664	0	ENSG00000261609_exon_12_84	cmpl	cmpl	0
808	ENSG00000261609_exon_12_85	16	+	81381614	81381714	81381614	81381714	1	81381614	81381714	0	ENSG00000261609_exon_12_85	cmpl	cmpl	0
809	ENSG00000261609_exon_12_86	16	+	81381664	81381764	81381664	81381764	1	81381664	81381764	0	ENSG00000261609_exon_12_86	cmpl	cmpl	0
810	ENSG00000261609_exon_12_87	16	+	81381714	81381814	81381714	81381814	1	81381714	81381814	0	ENSG00000261609_exon_12_87	cmpl	cmpl	0
811	ENSG00000261609_exon_12_88	16	+	81381764	81381864	81381764	81381864	1	81381764	81381864	0	ENSG00000261609_exon_12_88	cmpl	cmpl	0
812	ENSG00000261609_exon_12_89	16	+	81381814	81381914	81381814	81381914	1	81381814	81381914	0	ENSG00000261609_exon_12_89	cmpl	cmpl	0
813	ENSG00000261609_exon_12_90	16	+	81381864	81381964	81381864	81381964	1	81381864	81381964	0	ENSG00000261609_exon_12_90	cmpl	cmpl	0
814	ENSG00000261609_exon_12_91	16	+	81381914	81382014	81381914	81382014	1	81381914	81382014	0	ENSG00000261609_exon_12_91	cmpl	cmpl	0
815	ENSG00000261609_exon_12_92	16	+	81381964	81382064	81381964	81382064	1	81381964	81382064	0	ENSG00000261609_exon_12_92	cmpl	cmpl	0
816	ENSG00000261609_exon_12_93	16	+	81382014	81382114	81382014	81382114	1	81382014	81382114	0	ENSG00000261609_exon_12_93	cmpl	cmpl	0
817	ENSG00000261609_exon_12_94	16	+	81382064	81382164	81382064	81382164	1	81382064	81382164	0	ENSG00000261609_exon_12_94	cmpl	cmpl	0
818	ENSG00000261609_exon_12_95	16	+	81382114	81382214	81382114	81382214	1	81382114	81382214	0	ENSG00000261609_exon_12_95	cmpl	cmpl	0
819	ENSG00000261609_exon_12_96	16	+	81382164	81382264	81382164	81382264	1	81382164	81382264	0	ENSG00000261609_exon_12_96	cmpl	cmpl	0
820	ENSG00000261609_exon_12_97	16	+	81382214	81382314	81382214	81382314	1	81382214	81382314	0	ENSG00000261609_exon_12_97	cmpl	cmpl	0
821	ENSG00000261609_exon_12_98	16	+	81382264	81382364	81382264	81382364	1	81382264	81382364	0	ENSG00000261609_exon_12_98	cmpl	cmpl	0
822	ENSG00000261609_exon_12_99	16	+	81382314	81382414	81382314	81382414	1	81382314	81382414	0	ENSG00000261609_exon_12_99	cmpl	cmpl	0
823	ENSG00000261609_exon_12_100	16	+	81382364	81382464	81382364	81382464	1	81382364	81382464	0	ENSG00000261609_exon_12_100	cmpl	cmpl	0
824	ENSG00000261609_exon_12_101	16	+	81382414	81382514	81382414	81382514	1	81382414	81382514	0	ENSG00000261609_exon_12_101	cmpl	cmpl	0
825	ENSG00000261609_exon_12_102	16	+	81382464	81382564	81382464	81382564	1	81382464	81382564	0	ENSG00000261609_exon_12_102	cmpl	cmpl	0
826	ENSG00000261609_exon_12_103	16	+	81382514	81382614	81382514	81382614	1	81382514	81382614	0	ENSG00000261609_exon_12_103	cmpl	cmpl	0
827	ENSG00000261609_exon_12_104	16	+	81382564	81382664	81382564	81382664	1	81382564	81382664	0	ENSG00000261609_exon_12_104	cmpl	cmpl	0
828	ENSG00000261609_exon_12_105	16	+	81382614	81382714	81382614	81382714	1	81382614	81382714	0	ENSG00000261609_exon_12_105	cmpl	cmpl	0
829	ENSG00000261609_exon_12_106	16	+	81382664	81382764	81382664	81382764	1	81382664	81382764	0	ENSG00000261609_exon_12_106	cmpl	cmpl	0
830	ENSG00000261609_exon_12_107	16	+	81382714	81382814	81382714	81382814	1	81382714	81382814	0	ENSG00000261609_exon_12_107	cmpl	cmpl	0
831	ENSG00000261609_exon_12_108	16	+	81382764	81382864	81382764	81382864	1	81382764	81382864	0	ENSG00000261609_exon_12_108	cmpl	cmpl	0
832	ENSG00000261609_exon_12_109	16	+	81382814	81382914	81382814	81382914	1	81382814	81382914	0	ENSG00000261609_exon_12_109	cmpl	cmpl	0
833	ENSG00000261609_exon_12_110	16	+	81382864	81382964	81382864	81382964	1	81382864	81382964	0	ENSG00000261609_exon_12_110	cmpl	cmpl	0
834	ENSG00000261609_exon_12_111	16	+	81382914	81383014	81382914	81383014	1	81382914	81383014	0	ENSG00000261609_exon_12_111	cmpl	cmpl	0
835	ENSG00000261609_exon_12_112	16	+	81382964	81383064	81382964	81383064	1	81382964	81383064	0	ENSG00000261609_exon_12_112	cmpl	cmpl	0
836	ENSG00000261609_exon_12_113	16	+	81383014	81383114	81383014	81383114	1	81383014	81383114	0	ENSG00000261609_exon_12_113	cmpl	cmpl	0
837	ENSG00000261609_exon_12_114	16	+	81383064	81383164	81383064	81383164	1	81383064	81383164	0	ENSG00000261609_exon_12_114	cmpl	cmpl	0
838	ENSG00000261609_exon_12_115	16	+	81383114	81383214	81383114	81383214	1	81383114	81383214	0	ENSG00000261609_exon_12_115	cmpl	cmpl	0
839	ENSG00000261609_exon_12_116	16	+	81383164	81383264	81383164	81383264	1	81383164	81383264	0	ENSG00000261609_exon_12_116	cmpl	cmpl	0
840	ENSG00000261609_exon_12_117	16	+	81383214	81383314	81383214	81383314	1	81383214	81383314	0	ENSG00000261609_exon_12_117	cmpl	cmpl	0
841	ENSG00000261609_exon_12_118	16	+	81383264	81383364	81383264	81383364	1	81383264	81383364	0	ENSG00000261609_exon_12_118	cmpl	cmpl	0
842	ENSG00000261609_exon_12_119	16	+	81383314	81383414	81383314	81383414	1	81383314	81383414	0	ENSG00000261609_exon_12_119	cmpl	cmpl	0
843	ENSG00000261609_exon_12_120	16	+	81383364	81383464	81383364	81383464	1	81383364	81383464	0	ENSG00000261609_exon_12_120	cmpl	cmpl	0
844	ENSG00000261609_exon_12_121	16	+	81383414	81383514	81383414	81383514	1	81383414	81383514	0	ENSG00000261609_exon_12_121	cmpl	cmpl	0
845	ENSG00000261609_exon_12_122	16	+	81383464	81383564	81383464	81383564	1	81383464	81383564	0	ENSG00000261609_exon_12_122	cmpl	cmpl	0
846	ENSG00000261609_exon_12_123	16	+	81383514	81383614	81383514	81383614	1	81383514	81383614	0	ENSG00000261609_exon_12_123	cmpl	cmpl	0
847	ENSG00000261609_exon_12_124	16	+	81383564	81383664	81383564	81383664	1	81383564	81383664	0	ENSG00000261609_exon_12_124	cmpl	cmpl	0
848	ENSG00000261609_exon_12_125	16	+	81383614	81383714	81383614	81383714	1	81383614	81383714	0	ENSG00000261609_exon_12_125	cmpl	cmpl	0
849	ENSG00000261609_exon_12_126	16	+	81383664	81383764	81383664	81383764	1	81383664	81383764	0	ENSG00000261609_exon_12_126	cmpl	cmpl	0
850	ENSG00000261609_exon_12_127	16	+	81383714	81383814	81383714	81383814	1	81383714	81383814	0	ENSG00000261609_exon_12_127	cmpl	cmpl	0
851	ENSG00000261609_exon_12_128	16	+	81383764	81383864	81383764	81383864	1	81383764	81383864	0	ENSG00000261609_exon_12_128	cmpl	cmpl	0
852	ENSG00000261609_exon_12_129	16	+	81383814	81383914	81383814	81383914	1	81383814	81383914	0	ENSG00000261609_exon_12_129	cmpl	cmpl	0
853	ENSG00000261609_exon_12_130	16	+	81383864	81383964	81383864	81383964	1	81383864	81383964	0	ENSG00000261609_exon_12_130	cmpl	cmpl	0
854	ENSG00000261609_exon_12_131	16	+	81383914	81384014	81383914	81384014	1	81383914	81384014	0	ENSG00000261609_exon_12_131	cmpl	cmpl	0
855	ENSG00000261609_exon_12_132	16	+	81383964	81384064	81383964	81384064	1	81383964	81384064	0	ENSG00000261609_exon_12_132	cmpl	cmpl	0
856	ENSG00000261609_exon_12_133	16	+	81384014	81384114	81384014	81384114	1	81384014	81384114	0	ENSG00000261609_exon_12_133	cmpl	cmpl	0
857	ENSG00000261609_exon_12_134	16	+	81384064	81384164	81384064	81384164	1	81384064	81384164	0	ENSG00000261609_exon_12_134	cmpl	cmpl	0
858	ENSG00000261609_exon_12_135	16	+	81384114	81384214	81384114	81384214	1	81384114	81384214	0	ENSG00000261609_exon_12_135	cmpl	cmpl	0
859	ENSG00000261609_exon_12_136	16	+	81384164	81384264	81384164	81384264	1	81384164	81384264	0	ENSG00000261609_exon_12_136	cmpl	cmpl	0
860	ENSG00000261609_exon_12_137	16	+	81384214	81384314	81384214	81384314	1	81384214	81384314	0	ENSG00000261609_exon_12_137	cmpl	cmpl	0
861	ENSG00000261609_exon_12_138	16	+	81384264	81384364	81384264	81384364	1	81384264	81384364	0	ENSG00000261609_exon_12_138	cmpl	cmpl	0
862	ENSG00000261609_exon_12_139	16	+	81384314	81384414	81384314	81384414	1	81384314	81384414	0	ENSG00000261609_exon_12_139	cmpl	cmpl	0
863	ENSG00000261609_exon_12_140	16	+	81384364	81384464	81384364	81384464	1	81384364	81384464	0	ENSG00000261609_exon_12_140	cmpl	cmpl	0
864	ENSG00000261609_exon_12_141	16	+	81384414	81384514	81384414	81384514	1	81384414	81384514	0	ENSG00000261609_exon_12_141	cmpl	cmpl	0
865	ENSG00000261609_exon_12_142	16	+	81384464	81384564	81384464	81384564	1	81384464	81384564	0	ENSG00000261609_exon_12_142	cmpl	cmpl	0
866	ENSG00000261609_exon_12_143	16	+	81384514	81384614	81384514	81384614	1	81384514	81384614	0	ENSG00000261609_exon_12_143	cmpl	cmpl	0
867	ENSG00000261609_exon_12_144	16	+	81384564	81384664	81384564	81384664	1	81384564	81384664	0	ENSG00000261609_exon_12_144	cmpl	cmpl	0
868	ENSG00000261609_exon_12_145	16	+	81384614	81384714	81384614	81384714	1	81384614	81384714	0	ENSG00000261609_exon_12_145	cmpl	cmpl	0
869	ENSG00000261609_exon_12_146	16	+	81384664	81384764	81384664	81384764	1	81384664	81384764	0	ENSG00000261609_exon_12_146	cmpl	cmpl	0
870	ENSG00000261609_exon_12_147	16	+	81384714	81384814	81384714	81384814	1	81384714	81384814	0	ENSG00000261609_exon_12_147	cmpl	cmpl	0
871	ENSG00000261609_exon_12_148	16	+	81384764	81384864	81384764	81384864	1	81384764	81384864	0	ENSG00000261609_exon_12_148	cmpl	cmpl	0
872	ENSG00000261609_exon_12_149	16	+	81384814	81384914	81384814	81384914	1	81384814	81384914	0	ENSG00000261609_exon_12_149	cmpl	cmpl	0
873	ENSG00000261609_exon_12_150	16	+	81384864	81384964	81384864	81384964	1	81384864	81384964	0	ENSG00000261609_exon_12_150	cmpl	cmpl	0
874	ENSG00000261609_exon_12_151	16	+	81384914	81385014	81384914	81385014	1	81384914	81385014	0	ENSG00000261609_exon_12_151	cmpl	cmpl	0
875	ENSG00000261609_exon_12_152	16	+	81384964	81385064	81384964	81385064	1	81384964	81385064	0	ENSG00000261609_exon_12_152	cmpl	cmpl	0
876	ENSG00000261609_exon_12_153	16	+	81385014	81385114	81385014	81385114	1	81385014	81385114	0	ENSG00000261609_exon_12_153	cmpl	cmpl	0
877	ENSG00000261609_exon_12_154	16	+	81385064	81385164	81385064	81385164	1	81385064	81385164	0	ENSG00000261609_exon_12_154	cmpl	cmpl	0
878	ENSG00000261609_exon_12_155	16	+	81385114	81385214	81385114	81385214	1	81385114	81385214	0	ENSG00000261609_exon_12_155	cmpl	cmpl	0
879	ENSG00000261609_exon_12_156	16	+	81385164	81385264	81385164	81385264	1	81385164	81385264	0	ENSG00000261609_exon_12_156	cmpl	cmpl	0
880	ENSG00000261609_exon_12_157	16	+	81385214	81385314	81385214	81385314	1	81385214	81385314	0	ENSG00000261609_exon_12_157	cmpl	cmpl	0
881	ENSG00000261609_exon_12_158	16	+	81385264	81385364	81385264	81385364	1	81385264	81385364	0	ENSG00000261609_exon_12_158	cmpl	cmpl	0
882	ENSG00000261609_exon_12_159	16	+	81385314	81385414	81385314	81385414	1	81385314	81385414	0	ENSG00000261609_exon_12_159	cmpl	cmpl	0
883	ENSG00000261609_exon_12_160	16	+	81385364	81385464	81385364	81385464	1	81385364	81385464	0	ENSG00000261609_exon_12_160	cmpl	cmpl	0
884	ENSG00000261609_exon_12_161	16	+	81385414	81385514	81385414	81385514	1	81385414	81385514	0	ENSG00000261609_exon_12_161	cmpl	cmpl	0
885	ENSG00000261609_exon_12_162	16	+	81385464	81385564	81385464	81385564	1	81385464	81385564	0	ENSG00000261609_exon_12_162	cmpl	cmpl	0
886	ENSG00000261609_exon_12_163	16	+	81385514	81385614	81385514	81385614	1	81385514	81385614	0	ENSG00000261609_exon_12_163	cmpl	cmpl	0
887	ENSG00000261609_exon_12_164	16	+	81385564	81385664	81385564	81385664	1	81385564	81385664	0	ENSG00000261609_exon_12_164	cmpl	cmpl	0
888	ENSG00000261609_exon_12_165	16	+	81385614	81385714	81385614	81385714	1	81385614	81385714	0	ENSG00000261609_exon_12_165	cmpl	cmpl	0
889	ENSG00000261609_exon_12_166	16	+	81385664	81385764	81385664	81385764	1	81385664	81385764	0	ENSG00000261609_exon_12_166	cmpl	cmpl	0
